Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,PolicyNumber,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy,ClaimSize,Age_na,DriverRating_na
6,4,2,18,2,6,13,1,2,3,23.0,1,3,2,1,221,15,400,1.0,4,3,2,5,4,1,1,1,2,4,1,1994,3,6801.08703422694,False,False
7,4,7,14,2,2,8,4,2,2,38.0,1,3,2,5,222,2,400,4.0,4,3,3,6,6,1,1,1,4,4,1,1994,3,19327.0569346028,False,False
5,2,2,18,2,8,6,2,2,2,32.0,2,2,1,1,223,13,400,4.0,4,3,2,6,5,1,1,1,4,4,1,1994,2,2944.82157624928,False,False
5,2,2,7,2,7,6,2,2,2,26.0,1,3,2,1,224,9,400,2.0,4,3,3,5,5,1,1,1,3,4,1,1994,3,25631.1817756684,False,False
5,2,2,18,2,7,6,2,2,2,57.0,1,1,1,1,225,4,400,1.0,4,3,2,7,8,1,1,1,4,4,1,1994,1,8255.70115450961,False,False
10,3,2,14,2,3,11,3,2,2,29.0,1,3,2,6,226,2,400,2.0,4,3,2,5,5,1,1,1,4,4,1,1994,3,55538.4733157717,False,False
11,4,7,14,2,6,12,4,2,2,65.0,1,3,2,6,230,14,400,4.0,4,3,3,6,8,1,1,1,2,4,1,1994,3,67116.2588003759,False,False
7,2,2,14,2,6,8,4,2,2,33.0,1,2,1,1,231,13,400,1.0,4,3,4,5,5,1,1,1,4,4,1,1994,2,8305.68441871467,False,False
1,2,1,10,2,2,2,2,2,2,44.0,1,1,1,1,232,10,400,2.0,4,3,2,5,6,1,1,1,4,3,2,1994,1,2302.77499943482,False,False
3,4,5,3,2,3,6,1,2,2,26.0,1,2,1,1,233,12,400,2.0,4,3,2,6,5,1,1,1,4,4,1,1994,2,9465.80765347858,False,False
8,5,6,19,2,7,2,1,2,2,32.0,2,2,1,6,234,5,400,2.0,4,3,4,5,5,1,1,1,1,4,1,1994,2,59446.6079852692,False,False
8,4,5,12,2,2,9,4,2,2,29.0,1,1,1,5,235,16,400,3.0,4,3,4,5,5,1,1,1,4,4,1,1994,1,8228.17199612148,False,False
3,4,5,3,2,7,6,2,2,2,26.0,1,1,1,1,236,16,400,4.0,4,3,4,5,5,1,1,1,2,4,1,1994,1,2034.56603398462,False,False
8,1,7,14,1,6,9,1,1,3,37.0,1,2,1,1,237,3,400,4.0,4,3,2,6,6,1,2,1,3,4,1,1994,2,2429.4805360581,False,False
8,1,5,14,2,2,9,1,2,2,33.0,1,3,2,1,238,11,400,1.0,4,3,1,5,5,1,1,1,2,4,1,1994,3,8201.75485302153,False,False
5,3,2,10,2,7,6,3,2,3,26.0,1,3,2,2,240,5,400,4.0,4,3,3,6,5,1,1,1,3,4,1,1994,3,17291.5677411401,False,False
5,3,4,3,2,7,6,3,2,3,32.0,1,3,2,1,241,16,400,4.0,4,3,2,5,5,1,1,1,1,4,1,1994,3,7312.58913404551,False,False
5,3,3,10,2,3,6,3,1,3,25.0,1,3,2,1,242,1,400,3.0,4,3,2,3,4,1,1,1,1,5,1,1994,3,8853.36319458359,False,False
2,4,2,7,2,6,9,3,2,3,0.0,1,2,1,6,244,7,400,1.0,4,3,4,8,1,1,1,1,4,4,1,1994,2,91760.0929849562,False,False
4,3,3,14,2,3,9,4,2,3,31.0,2,2,1,5,245,9,400,1.0,4,3,1,5,5,1,1,1,2,4,1,1994,2,3446.15904540501,False,False
3,4,1,7,2,7,6,1,2,3,0.0,2,2,1,6,246,3,400,4.0,4,3,4,8,1,1,1,1,4,4,1,1994,2,88903.2531448106,False,False
4,3,5,6,2,7,5,5,2,2,42.0,1,1,1,5,247,14,400,4.0,4,3,1,6,6,1,1,1,2,4,3,1994,1,1903.64844110818,False,False
4,3,5,1,1,2,5,3,2,2,42.0,1,3,2,2,248,11,400,2.0,4,3,2,6,6,1,1,1,4,4,1,1994,3,55526.0694212824,False,False
4,3,1,18,2,3,5,3,2,3,32.0,1,2,1,1,249,16,700,2.0,4,3,1,6,5,1,1,1,4,4,1,1994,2,3103.54338485335,False,False
4,2,7,1,2,6,5,2,2,2,51.0,1,2,1,1,250,1,400,2.0,4,3,2,7,7,1,1,1,4,4,1,1994,2,1792.07287106322,False,False
5,3,2,7,2,7,6,3,2,3,19.0,2,5,2,6,251,12,400,4.0,4,3,2,2,3,1,1,1,4,4,1,1994,2,69841.8994841302,False,False
5,3,2,14,2,7,6,4,2,2,26.0,1,1,1,1,252,10,400,1.0,4,3,2,6,5,1,1,1,4,4,1,1994,1,1411.69663543862,False,False
5,3,2,14,2,3,6,4,2,3,29.0,1,2,1,1,253,3,400,2.0,4,3,1,4,5,1,1,1,4,3,2,1994,2,1538.08267938344,False,False
5,3,7,14,2,6,6,3,2,2,29.0,1,3,2,2,254,15,400,2.0,4,3,2,5,5,1,1,1,4,4,1,1994,3,98545.3743385517,False,False
7,5,6,14,2,7,8,5,2,2,50.0,1,3,2,2,260,10,400,2.0,4,3,2,7,7,1,1,1,3,4,1,1994,3,59747.5494391561,False,False
7,1,1,14,2,2,8,1,2,2,44.0,1,2,1,1,261,9,400,2.0,4,3,4,7,6,1,1,1,4,4,1,1994,2,3282.41447575454,False,False
9,2,4,1,2,3,10,2,2,2,42.0,2,1,1,1,262,1,400,4.0,4,3,4,6,6,1,1,1,4,4,1,1994,1,1285.53347118397,False,False
1,5,5,14,2,2,2,5,2,2,49.0,1,2,1,2,263,3,400,1.0,4,3,1,7,7,1,1,1,1,4,1,1994,2,54340.8120323971,False,False
1,1,3,18,2,7,2,1,2,2,34.0,2,2,1,1,264,7,400,4.0,4,3,2,5,5,1,1,1,1,4,1,1994,2,4939.29556669354,False,False
4,4,2,14,2,3,3,5,1,2,51.0,1,3,2,1,265,16,400,2.0,4,3,1,6,7,1,1,1,4,4,1,1994,3,8398.06203719689,False,False
4,1,3,14,2,4,5,2,2,2,39.0,1,3,2,1,267,4,400,3.0,4,3,2,6,6,1,1,1,4,4,1,1994,3,2349.8588995081,False,False
4,2,2,3,2,7,5,2,1,2,30.0,2,1,1,6,268,3,400,2.0,4,3,1,5,5,1,1,1,2,4,1,1994,1,95769.1448389605,False,False
4,2,2,7,2,3,5,3,2,3,0.0,1,1,1,6,269,5,400,3.0,4,3,1,8,1,1,1,1,4,4,1,1994,1,62194.1232542729,False,False
4,1,6,7,2,3,5,2,2,2,47.0,1,3,2,1,270,9,400,3.0,4,3,1,7,7,1,1,1,2,4,1,1994,3,2939.252429972,False,False
5,2,3,14,2,3,6,2,2,3,31.0,1,2,1,1,272,6,400,4.0,4,3,4,5,5,1,1,1,3,4,1,1994,2,6661.79126814876,False,False
5,2,4,3,2,8,6,3,2,2,78.0,1,2,1,1,274,11,400,1.0,4,3,1,7,9,1,1,1,3,1,2,1994,2,6366.01251956367,False,False
5,2,4,7,2,2,6,3,2,2,41.0,1,3,2,2,275,9,400,3.0,4,3,4,6,6,1,1,1,4,4,1,1994,3,3194.39516954123,False,False
5,1,6,7,2,2,6,3,2,3,39.0,1,5,2,6,276,11,400,4.0,4,3,4,6,6,1,1,1,2,4,1,1994,2,64194.6963515959,False,False
5,1,7,18,2,3,6,2,2,2,33.0,1,1,1,5,277,10,400,2.0,4,3,1,6,5,1,1,1,4,4,1,1994,1,5423.53584705173,False,False
5,1,5,7,2,7,6,2,2,3,0.0,1,3,2,6,278,16,400,2.0,4,3,2,8,1,1,1,1,4,4,1,1994,3,54233.7898232182,False,False
3,2,2,14,2,3,4,4,1,2,48.0,1,1,1,1,279,1,400,4.0,4,3,2,6,7,1,1,1,2,4,1,1994,1,1579.82623892656,False,False
3,3,7,7,2,3,6,1,2,3,0.0,1,3,2,6,280,12,400,4.0,4,3,1,8,1,1,1,1,4,4,1,1994,3,50509.0165659769,False,False
3,2,4,7,2,8,5,1,2,3,0.0,1,1,1,6,281,11,400,4.0,4,3,4,8,1,1,1,1,4,4,1,1994,1,66034.9921768977,False,False
8,3,3,7,2,8,6,2,2,3,0.0,1,1,1,6,283,10,400,2.0,4,3,4,8,1,1,1,1,4,4,1,1994,1,51716.5707685485,False,False
3,4,6,14,2,6,6,2,2,2,38.0,1,3,2,1,284,4,400,2.0,4,3,1,6,6,1,1,1,1,4,1,1994,3,5729.35867255858,False,False
3,5,6,18,2,7,6,2,2,2,28.0,1,1,1,5,285,7,400,3.0,4,3,1,6,5,1,1,1,3,4,1,1994,1,7182.40283576997,False,False
5,1,6,7,2,2,6,2,2,3,0.0,1,3,2,6,288,11,400,4.0,4,3,2,8,1,1,1,1,4,4,3,1994,3,71989.0321827851,False,False
5,1,6,14,2,7,6,1,2,2,31.0,1,2,1,2,289,15,400,4.0,4,3,3,6,5,1,1,1,2,4,1,1994,2,12544.3387291165,False,False
5,1,7,14,2,6,6,2,2,2,27.0,2,3,2,2,291,2,400,4.0,4,3,4,6,5,1,1,1,2,4,1,1994,3,5630.56868287119,False,False
5,2,3,18,2,8,6,2,1,2,60.0,1,1,1,5,292,1,400,1.0,4,3,2,7,8,1,1,1,2,4,1,1994,1,886.187769067103,False,False
5,2,4,7,1,7,6,2,2,2,72.0,2,1,1,1,293,2,400,2.0,4,3,4,6,9,1,1,1,4,4,1,1994,1,2578.77997823575,False,False
5,2,4,6,2,8,6,2,2,2,44.0,1,3,2,4,294,5,400,2.0,4,3,3,7,6,1,1,1,4,4,1,1994,3,55918.1283888816,False,False
5,3,2,7,2,3,6,3,2,3,0.0,1,3,2,6,295,11,400,1.0,4,3,2,8,1,1,1,1,4,3,2,1994,3,54029.9466250044,False,False
5,1,2,14,2,8,6,4,1,3,77.0,1,1,1,5,296,10,400,1.0,4,3,4,5,9,1,1,1,4,4,1,1994,1,7759.65703765682,False,False
5,3,6,7,2,3,6,4,2,3,40.0,2,3,2,1,297,15,400,1.0,4,3,1,6,6,1,1,1,4,4,1,1994,3,3646.0387977158,False,False
5,3,3,7,2,3,6,4,2,2,33.0,2,2,1,2,299,14,400,4.0,4,3,1,5,5,1,1,1,4,4,1,1994,2,10963.5151782442,False,False
5,1,6,3,2,8,9,2,2,2,36.0,2,1,1,1,300,2,400,3.0,4,3,1,6,6,1,1,1,2,4,1,1994,1,1356.89035288436,False,False
3,5,1,7,2,7,6,1,1,3,21.0,1,2,1,1,302,2,400,2.0,4,3,2,4,4,1,1,1,4,4,1,1994,2,5013.5691382787,False,False
3,3,6,14,2,3,6,5,2,3,33.0,2,2,1,2,303,9,400,1.0,4,3,2,5,5,1,1,1,1,4,1,1994,2,67101.0828304536,False,False
4,1,3,14,2,3,5,3,2,2,75.0,1,1,1,6,304,1,400,2.0,4,3,2,6,9,1,1,1,1,4,1,1994,1,85872.3978888597,False,False
9,2,4,18,1,3,10,2,2,3,34.0,1,1,1,1,305,7,400,1.0,4,3,2,6,5,1,1,1,2,4,1,1994,1,8242.86110080407,False,False
1,4,7,19,2,3,10,5,2,3,31.0,1,1,1,6,306,9,400,2.0,4,3,2,4,5,1,1,1,2,4,1,1994,1,79417.3288217744,False,False
1,1,6,7,2,7,2,1,2,2,31.0,1,3,2,1,307,2,500,4.0,4,3,2,5,5,1,1,1,4,2,1,1994,3,4211.54196852402,False,False
3,5,1,14,1,7,6,2,2,2,46.0,1,1,1,5,309,7,400,1.0,4,3,4,7,7,1,1,1,4,5,1,1994,1,9060.44161238795,False,False
3,5,1,7,2,7,6,1,2,3,0.0,1,1,1,6,310,6,400,3.0,4,3,1,8,1,1,1,1,4,4,1,1994,1,77167.2232461485,False,False
11,1,2,7,2,3,12,1,2,2,35.0,1,3,2,1,311,10,400,1.0,4,3,2,5,5,1,1,1,4,4,1,1994,3,922.898642008604,False,False
11,1,6,14,2,2,12,2,2,2,31.0,1,2,1,1,312,11,400,4.0,4,3,4,6,5,1,1,1,2,4,1,1994,2,4418.38992576077,False,False
8,5,7,14,1,7,2,1,1,2,45.0,2,3,2,1,315,4,400,2.0,4,3,1,6,6,1,1,1,4,4,1,1994,3,5066.29844839747,False,False
3,5,1,7,2,3,6,2,2,3,0.0,1,7,3,6,316,14,400,1.0,4,3,1,8,1,1,1,1,4,3,2,1994,1,65677.7615265717,False,False
9,4,5,1,2,3,8,2,2,3,50.0,1,7,3,6,317,12,400,3.0,4,3,4,7,7,1,1,1,3,4,1,1994,1,60381.5137578358,False,False
5,1,3,7,2,8,6,1,2,3,0.0,1,2,1,6,318,16,400,4.0,4,3,1,8,1,1,1,1,4,4,1,1994,2,58916.5392693307,False,False
8,3,7,6,2,6,9,3,2,2,49.0,2,2,1,6,321,2,400,4.0,4,3,3,7,7,1,1,1,3,4,1,1994,2,70530.6469514398,False,False
8,1,7,17,2,3,9,1,2,2,53.0,1,1,1,1,322,4,400,1.0,4,3,4,6,7,1,1,1,3,4,1,1994,1,6349.63011211041,False,False
1,3,5,3,2,6,2,3,2,2,32.0,1,2,1,1,323,15,400,3.0,4,3,4,6,5,1,1,1,2,4,1,1994,2,3758.51288618285,False,False
7,2,6,7,2,6,8,4,2,2,41.0,2,1,1,1,325,1,400,2.0,4,3,2,6,6,1,1,1,4,4,1,1994,1,6581.92434478001,False,False
6,3,5,7,2,2,7,3,2,2,32.0,2,2,1,2,328,13,400,3.0,4,3,3,6,5,1,1,1,3,4,1,1994,2,15680.0358697639,False,False
7,1,1,18,2,7,8,2,2,2,32.0,1,2,1,2,329,12,400,1.0,4,3,2,5,5,1,1,1,1,4,3,1994,2,61508.9077338829,False,False
8,3,5,3,2,2,9,3,2,2,31.0,2,1,1,1,330,3,400,3.0,4,3,1,5,5,1,1,1,1,4,1,1994,1,8203.36452994334,False,False
10,1,1,18,2,3,11,1,2,2,43.0,1,3,2,2,331,5,400,2.0,4,3,2,6,6,1,1,1,4,4,1,1994,3,89688.905919032,False,False
7,4,7,19,2,2,8,4,2,3,55.0,1,1,1,6,334,11,400,3.0,4,3,4,7,7,1,1,1,4,4,1,1994,1,55894.142838776,False,False
2,4,6,18,2,3,3,5,1,2,29.0,1,2,1,1,336,14,400,2.0,4,3,4,6,5,1,1,1,2,4,1,1994,2,2505.69764697543,False,False
2,2,3,7,2,8,3,3,2,3,25.0,1,5,2,6,337,9,400,1.0,4,3,4,5,4,1,1,1,3,3,2,1994,2,53588.1053558173,False,False
1,3,2,18,2,3,2,3,2,2,38.0,1,3,2,6,338,11,400,2.0,4,3,4,6,6,1,1,1,4,4,1,1994,3,55591.493622206,False,False
1,3,2,18,2,7,2,4,2,2,26.0,1,2,1,2,339,12,400,4.0,4,3,4,5,5,1,1,1,4,4,1,1994,2,2592.57856583761,False,False
4,4,7,14,2,7,9,1,2,2,56.0,1,1,1,5,340,6,400,4.0,4,3,1,7,8,1,1,1,1,4,1,1994,1,6719.78560213476,False,False
12,4,4,18,2,7,12,2,2,2,29.0,1,2,1,2,342,4,700,3.0,4,3,4,6,5,1,1,1,4,4,1,1994,2,2266.08552913973,False,False
6,2,6,7,2,7,7,2,2,3,31.0,1,3,2,1,343,4,400,1.0,4,3,1,4,5,1,1,1,1,4,1,1994,3,5463.61216810717,False,False
5,4,5,7,2,2,6,4,2,2,46.0,2,3,2,1,344,13,400,1.0,4,3,2,6,7,1,1,1,4,4,1,1994,3,9621.02852276137,False,False
12,4,2,3,2,8,13,4,2,2,60.0,1,1,1,1,345,5,400,2.0,4,3,1,7,8,1,1,1,2,4,1,1994,1,1630.66709931626,False,False
12,3,2,14,2,6,13,4,2,3,30.0,1,2,1,1,346,4,400,3.0,4,3,1,5,5,1,1,1,3,4,1,1994,2,3077.81883588753,False,False
8,3,1,3,1,8,9,4,2,2,80.0,1,1,1,2,348,5,400,3.0,4,3,4,7,9,1,1,1,3,4,1,1994,1,1765.47343009021,False,False
10,1,1,19,2,2,11,2,2,2,52.0,1,1,1,6,350,1,400,1.0,4,3,1,7,7,1,1,1,4,4,1,1994,1,53404.0297019986,False,False
10,1,1,18,2,2,11,1,2,2,36.0,1,3,2,1,351,6,400,1.0,4,3,2,5,6,1,1,1,4,4,1,1994,3,1337.99814779284,False,False
12,5,5,7,2,8,12,1,2,2,67.0,2,1,1,1,352,7,400,2.0,4,3,2,6,9,1,1,1,1,4,1,1994,1,1048.80209301616,False,False
12,1,4,14,2,8,12,2,1,3,58.0,1,3,2,1,353,15,400,2.0,4,3,2,6,8,1,1,1,4,4,1,1994,3,6969.04303219073,False,False
8,2,7,18,2,3,9,2,1,3,31.0,1,2,1,1,354,11,400,4.0,4,3,1,5,5,1,1,1,1,4,1,1994,2,2754.06599742939,False,False
8,2,6,3,2,7,9,2,2,2,50.0,2,1,1,1,355,10,400,2.0,4,3,2,7,7,1,1,1,3,4,1,1994,1,2356.11359222232,False,False
8,2,6,14,2,3,9,3,2,2,50.0,2,1,1,2,356,7,400,4.0,4,3,1,7,7,1,1,1,4,4,1,1994,1,42444.408304252,False,False
8,2,7,3,2,8,9,2,1,2,55.0,1,3,2,1,357,8,400,3.0,4,3,4,7,7,1,1,2,3,4,1,1994,3,5405.82678911737,False,False
12,1,2,7,2,6,13,2,2,3,23.0,1,2,1,1,360,13,400,3.0,4,3,1,4,4,1,1,1,3,4,1,1994,2,2665.46131708431,False,False
5,1,2,10,2,7,6,1,2,2,34.0,2,2,1,1,361,14,400,3.0,4,3,4,6,5,1,1,1,4,4,1,1994,2,5933.41747571551,False,False
9,3,3,14,2,3,10,3,2,2,30.0,1,2,1,2,362,1,400,4.0,4,3,4,5,5,1,1,1,2,4,1,1994,2,4162.89720074914,False,False
4,2,1,18,1,2,5,2,1,2,45.0,2,2,1,1,363,8,400,3.0,4,3,2,5,6,1,1,1,4,4,1,1994,2,1222.71789499623,False,False
7,3,2,14,2,3,12,1,2,2,37.0,1,7,3,6,364,11,400,3.0,4,3,2,7,6,1,1,1,1,4,1,1994,1,64716.4082859107,False,False
1,1,7,3,2,3,2,2,2,2,30.0,1,7,3,6,366,14,400,1.0,4,3,2,4,5,1,1,1,4,4,1,1994,1,50811.166934916,False,False
5,1,2,14,2,8,6,1,2,2,50.0,1,1,1,1,367,8,400,2.0,4,3,4,6,7,1,1,1,4,5,1,1994,1,9715.18426529572,False,False
9,5,3,7,2,8,8,3,2,2,47.0,2,2,1,1,368,13,400,1.0,4,3,1,7,7,1,1,1,1,4,1,1994,2,6359.99647768147,False,False
7,3,5,7,2,2,8,3,1,3,26.0,2,1,1,5,369,6,400,3.0,4,3,4,4,5,1,1,1,2,4,1,1994,1,5114.71323522045,False,False
7,2,2,7,2,6,8,3,2,2,59.0,1,2,1,1,370,8,400,1.0,4,3,1,7,8,1,1,1,3,4,3,1994,2,9187.96951214549,False,False
5,5,2,10,2,8,5,1,2,2,26.0,1,3,2,2,371,14,400,2.0,4,3,2,5,5,1,1,1,4,4,1,1994,3,53715.1386361499,False,False
8,4,4,18,2,2,2,2,2,2,51.0,1,2,1,1,372,12,400,2.0,4,3,2,7,7,1,1,1,3,4,1,1994,2,1494.61857934036,False,False
12,2,6,3,1,8,13,3,2,2,42.0,1,2,1,2,373,12,700,2.0,4,3,4,6,6,1,1,1,1,4,1,1994,2,4115.69249424235,False,False
8,3,1,7,2,3,9,4,1,3,31.0,1,1,1,1,376,3,400,3.0,4,3,4,3,5,1,1,1,4,4,1,1994,1,8585.48862629645,False,False
6,2,4,18,2,8,3,5,1,3,28.0,1,3,2,1,378,12,400,4.0,4,3,2,5,5,1,1,1,1,4,1,1994,3,9193.4189927815,False,False
6,1,6,3,2,7,7,1,2,2,26.0,1,3,2,3,379,8,400,3.0,4,3,2,6,5,1,1,1,4,3,2,1994,3,10130.6075990694,False,False
2,3,6,7,2,6,3,3,2,2,31.0,1,3,2,2,380,3,400,3.0,4,3,1,5,5,1,1,1,3,4,1,1994,3,34033.8359972858,False,False
5,1,2,6,2,3,6,2,2,2,61.0,1,2,1,3,381,6,400,2.0,4,3,2,7,8,1,1,1,2,4,1,1994,2,74073.4573195461,False,False
4,3,7,7,2,2,5,4,1,3,35.0,2,3,2,1,382,4,400,4.0,4,3,2,4,5,1,1,1,4,4,1,1994,3,887.974837186432,False,False
10,1,4,3,2,3,11,1,1,3,31.0,1,2,1,1,383,10,400,1.0,4,3,2,3,5,1,1,1,1,4,1,1994,2,5875.47033020965,False,False
11,5,1,19,2,2,12,5,2,2,69.0,2,1,1,4,384,11,400,1.0,4,3,4,7,9,1,1,1,4,4,1,1994,1,70910.432402714,False,False
11,5,1,7,2,3,11,2,2,2,40.0,1,1,1,5,385,7,400,4.0,1,3,4,6,6,1,1,1,2,4,1,1994,1,7082.0935851656,False,False
5,1,6,19,2,8,9,4,2,2,44.0,2,1,1,4,387,12,400,2.0,4,3,1,6,6,1,1,1,4,4,1,1994,1,63660.5001628602,False,False
4,4,4,18,2,3,5,4,2,2,77.0,1,2,1,6,388,10,400,3.0,4,3,4,7,9,1,1,1,3,4,1,1994,2,59306.5345965972,False,False
5,1,6,7,2,7,6,1,2,3,0.0,1,3,2,6,389,15,400,3.0,4,3,2,8,1,1,1,1,4,4,1,1994,3,63502.1602284515,False,False
4,4,3,14,2,3,5,4,2,3,29.0,1,3,2,2,390,10,400,2.0,4,3,2,6,5,1,1,1,1,4,1,1994,3,87864.1817233966,False,False
11,3,5,3,2,7,12,4,2,3,25.0,1,2,1,1,393,15,400,4.0,4,3,4,3,4,1,1,1,4,4,1,1994,2,5125.18544374365,False,False
1,3,7,10,2,6,2,4,2,3,28.0,1,2,1,1,395,8,400,3.0,4,3,1,5,5,1,1,1,1,4,1,1994,2,4385.97879906426,False,False
10,4,6,7,2,8,11,4,2,3,22.0,2,2,1,1,396,10,400,1.0,4,3,1,4,4,1,1,1,4,4,1,1994,2,2717.5494418732,False,False
2,2,2,18,2,6,3,2,2,2,30.0,1,3,2,1,398,5,400,1.0,4,3,4,6,5,1,1,1,4,4,1,1994,3,3008.60801667894,False,False
8,1,5,7,2,2,9,1,2,2,59.0,2,1,1,1,399,5,400,3.0,4,3,1,7,8,1,1,1,3,4,1,1994,1,4341.83648849911,False,False
8,1,1,7,2,3,9,2,1,2,39.0,1,2,1,3,401,12,400,4.0,4,3,4,6,6,1,1,1,4,4,1,1994,2,6250.92954822149,False,False
7,1,5,14,2,6,8,1,2,3,34.0,1,3,2,2,402,15,400,2.0,4,3,3,6,5,1,1,1,4,4,1,1994,3,64916.1957043489,False,False
5,1,7,19,2,7,6,3,2,2,52.0,2,1,1,6,403,8,400,4.0,4,3,4,7,7,1,1,1,4,4,1,1994,1,69032.4975191079,False,False
3,3,5,7,1,2,4,3,2,2,47.0,1,1,1,1,404,1,700,3.0,4,3,4,7,7,1,1,1,1,4,1,1994,1,4266.77883052018,False,False
6,1,4,10,2,3,7,1,1,3,26.0,1,2,1,2,405,12,400,2.0,4,3,4,5,5,1,1,1,2,4,1,1994,2,1033.73498600383,False,False
5,1,7,1,2,3,6,3,2,2,54.0,1,1,1,6,406,7,400,4.0,4,3,3,7,7,1,1,1,2,4,1,1994,1,56622.0746677177,False,False
10,3,5,14,2,3,11,5,2,2,28.0,1,2,1,1,408,15,400,2.0,4,3,3,5,5,2,1,1,4,4,1,1994,2,12568.8461422652,False,False
9,4,3,14,2,3,10,4,2,2,27.0,1,3,2,1,410,12,400,1.0,4,3,2,5,5,1,1,1,4,4,1,1994,3,8317.18632245399,False,False
9,3,1,14,2,2,8,2,2,3,36.0,1,3,2,1,411,9,400,1.0,4,3,3,6,6,1,1,1,3,4,3,1994,3,23697.3250225162,False,False
11,4,2,10,1,8,11,2,2,2,49.0,1,7,3,6,412,14,400,2.0,4,3,1,6,7,1,1,1,1,4,1,1994,1,50943.2755097315,False,False
9,2,5,14,2,2,10,2,1,2,33.0,1,1,1,5,413,3,400,4.0,4,3,4,5,5,1,1,1,4,4,1,1994,1,5413.3464240069,False,False
12,2,6,18,2,6,13,3,2,2,60.0,1,2,1,1,414,7,400,1.0,4,3,4,6,8,1,1,1,2,4,1,1994,2,593.47262130555,False,False
11,3,1,14,2,2,12,4,2,2,32.0,1,2,1,1,416,6,400,1.0,4,3,2,5,5,1,1,1,2,4,1,1994,2,5092.76379064327,False,False
11,3,1,7,2,7,12,3,2,3,45.0,2,5,2,6,417,2,400,3.0,4,3,1,4,6,1,1,1,4,4,1,1994,2,76624.9708780308,False,False
9,1,6,6,2,7,10,1,2,2,46.0,1,2,1,3,418,13,400,4.0,4,3,2,7,7,1,1,1,4,4,1,1994,2,23507.0609839318,False,False
10,1,7,18,2,8,11,4,2,3,38.0,1,2,1,1,419,6,400,4.0,4,3,1,4,6,1,1,1,2,4,1,1994,2,5069.8291269946,False,False
11,3,3,14,2,3,12,3,1,3,33.0,1,3,2,1,420,2,400,4.0,4,3,2,4,5,1,1,1,4,4,1,1994,3,1991.66326583727,False,False
4,4,5,3,2,8,9,1,1,2,44.0,1,2,1,1,421,2,400,3.0,4,3,4,7,6,1,1,1,4,3,2,1994,2,5307.77289075964,False,False
3,1,5,3,2,6,2,4,2,2,80.0,1,8,3,6,422,3,400,4.0,4,3,1,7,9,1,1,1,4,4,1,1994,2,54745.6347425206,False,False
11,4,5,14,2,2,12,4,2,2,44.0,2,1,1,1,423,15,400,2.0,4,3,1,5,6,1,1,1,4,4,1,1994,1,4623.79702545987,False,False
5,5,3,18,2,7,6,5,2,2,33.0,1,2,1,1,424,2,400,2.0,4,3,2,5,5,1,1,1,4,4,1,1994,2,4164.21000446449,False,False
5,4,1,7,2,3,5,1,2,3,29.0,2,1,1,2,425,3,400,3.0,4,3,1,5,5,1,1,1,4,4,1,1994,1,30413.4387873518,False,False
11,2,6,6,2,7,12,3,2,2,47.0,1,2,1,2,426,9,400,2.0,4,3,2,7,7,1,1,1,3,4,1,1994,2,50653.9104489891,False,False
3,2,5,18,2,2,4,2,2,2,51.0,2,2,1,5,427,13,400,3.0,4,3,1,7,7,2,1,1,3,4,1,1994,2,5584.31766952121,False,False
12,1,3,7,2,3,13,3,2,2,43.0,1,3,2,1,428,7,400,2.0,4,3,1,6,6,1,1,1,2,4,1,1994,3,4593.85530837716,False,False
8,4,3,18,2,2,2,1,1,3,29.0,1,1,1,5,429,11,400,1.0,4,3,4,5,5,1,1,1,1,4,5,1994,1,4985.99450574818,False,False
3,4,4,14,2,8,4,5,2,3,28.0,1,3,2,1,430,11,400,4.0,4,3,2,5,5,1,1,1,2,4,1,1994,3,7585.79765965249,False,False
4,1,1,3,2,7,5,2,2,2,48.0,1,2,1,1,431,5,400,1.0,4,3,4,7,7,1,1,1,2,4,1,1994,2,3147.35792916981,False,False
7,3,6,18,1,8,8,4,2,2,28.0,1,3,2,2,433,7,400,2.0,4,3,3,6,5,1,1,1,3,4,1,1994,3,50429.702516713,False,False
7,3,4,18,1,8,7,2,2,2,50.0,1,2,1,1,434,2,400,2.0,4,3,4,7,7,1,1,1,4,4,1,1994,2,3171.03476445388,False,False
1,3,6,7,2,7,2,3,2,3,0.0,1,3,2,6,435,4,400,2.0,4,3,2,8,1,1,1,1,4,4,1,1994,3,69841.7623783444,False,False
1,3,1,14,2,6,2,4,2,2,45.0,1,1,1,2,437,6,400,4.0,4,3,2,6,6,1,1,1,2,4,1,1994,1,11457.1575189019,False,False
1,3,5,3,2,6,2,3,2,2,65.0,1,1,1,2,438,9,400,3.0,4,3,4,7,8,1,1,1,1,4,1,1994,1,7560.50770552431,False,False
1,2,6,7,2,8,2,2,2,2,28.0,1,3,2,1,439,1,400,1.0,4,3,3,6,5,1,1,1,1,4,1,1994,3,18000.0490853598,False,False
